1529599765387	Membres de la Assemblée	jl 7	Kafo denw													43726	
1529599765444	Monde	jl 11	Duniɲa			Diɲɛ										43726	duplicate wt
1529599765481	Pays	jl 14	Jamana													43726	
27946171960	Porte	yq	Daa			Koon										43725	marked
